hprd|gene_symbol|nuc_acc|pro_acc|entrez|omim|swissprot|name|synonyms
13094|CSMD2|NM_052896.3|NP_443128.2|114784|608398|Q7Z408|CUB and Sushi multiple domains 2|KIAA1884,
13095|CSNK1A1L|NM_145203.3|NP_660204.1|122011|-|Q8N752|Casein kinase 1, alpha 1-like|-
13096|FAM57A|NM_024792.1|NP_079068.1|79850|-|Q8TBR7|CT120|-
13097|CTXN1|NM_206833.2|NP_996664.1|404217|-|P60606|Cortexin 1|CTXN,
13098|CUEDC1|NM_017949.1|NP_060419.1|404093|-|Q9NWM3|CUE domain containing 1|-
13099|CUEDC2|NM_024040.2|NP_076945.2|79004|-|-|CUE domain containing 2|C10orf66,
13100|CUTC|NM_015960.2|NP_057044.2|51076|610101|Q9NTM9|Copper homeostasis protein cutC homolog|-
13101|CWF19L1|NM_018294.4|NP_060764.3|55280|-|-|CWF19 like 1, cell cycle control|-
13102|CWF19L2|NM_152434.1|NP_689647.1|143884|-|-|CWF19L2|-
13105|CXXC5|NM_016463.6|NP_057547.4|51523|-|-|CXXC finger 5|-
13106|CYB5B|NM_030579.2|NP_085056.2|80777|-|O43169|Outer mitochondrial membrane cytochrome b5|CYB5M,OMB5,
13107|CYHR1|NM_032687.2|NP_116076.1|50626|-|-|Cysteine and histidine rich 1|FLJ00352,
13109|CYP2U1|NM_183075.2|NP_898898.1|113612|610670|-|Cytochrome P450, family 2, subfamily U, polypeptide 1|-
13110|CYP4X1|NM_178033.1|NP_828847.1|260293|-|Q8N118|Cytochrome P450 4X1|-
13111|CYP4Z1|NM_178134.2|NP_835235.1|199974|-|Q86W10|Cytochrome P450 family 4 subfamily Z polypeptide 1|-
13112|CAMK2N1|NM_018584.5|NP_061054.2|55450|-|-|Calcium/calmodulin dependent protein kinase II inhibitor 1|-
13113|SDF4|NM_016176.2|NP_057260.2|51150|-|Q9BRK5|Cab45|CAB45,
13116|DYNC2LI1|NM_016008.2|NP_057092.2|51626|-|-|Dynein 2 light intermediate chain|D2LIC,LIC3,
13117|DAZ4|NM_001005375.1|NP_001005375.1|57135|-|Q86SG3|Deleted in azoospermia 4|-
13118|UBTD2|NM_152277.2|NP_689490.2|92181|610174|Q8WUN7|DC-UbP|DCUBP,
13119|C3orf37|NM_020187.2|NP_064572.2|56941|-|Q96FZ2|DC12 protein|-
13121|ENY2|NM_020189.4|NP_064574.1|56943|-|-|DC6|-
13122|DCAMKL2|NM_001040260.1|NP_001035350.1|166614|-|-|Doublecortin and CaM kinase-like 2|-
13124|DCP1B|AY146652.1|AAN62764.1|196513|-|Q8IZD4|Decapping enzyme hDcp1b|-
13125|DCP2|NM_152624.4|NP_689837.2|167227|609844|Q8IU60|Decapping enzyme hDcp2|NUDT20,
13126|DCTN4|NM_016221.2|NP_057305.1|51164|-|Q9UJW0|Dynactin p62|-
13127|PSRC1|NM_001032290.1|NP_001027461.1|84722|-|Q6PGN9|Proline/serine-rich coiled-coil 1|DDA3,
13128|DDI1|NM_001001711.2|NP_001001711.1|414301|-|-|DNA damage inducible protein 1|-
13129|DDX54|NM_024072.3|NP_076977.3|79039|-|Q8TDD1|DEAD-box protein 54|-
13130|DDX55|NM_020936.1|NP_065987.1|57696|-|Q8NHQ9|DEAD box polypeptide 55|KIAA1595,
13131|DDX58|NM_014314.3|NP_055129.2|23586|609631|O95786|DDX58|-
13132|DEADC1|NM_182503.2|NP_872309.2|134637|-|-|Deaminase domain containing 1|-
13133|DEGS1|NM_003676.2|NP_003667.1|8560|-|-|Degenerative spermatocyte homolog 1 lipid desaturase|DES1,MLD,
13134|DEGS2|NM_206918.1|NP_996801.1|123099|610862|-|Degenerative spermatocyte homolog 2 lipid desaturase|-
13135|DEPDC2|NM_024870.2|NP_079146.2|80243|-|-|DEP domain containing 2|PREX2,
13136|DEPDC4|NM_152317.2|NP_689530.1|120863|-|-|DEP domain containing 4|-
13137|DEPDC6|NM_022783.1|NP_073620.1|64798|-|Q8TB45|DEP domain containing 6|-
13138|DERA|NM_015954.2|NP_057038.2|51071|-|Q9Y315|Phosphodeoxyriboaldolase|-
13139|DERL3|NM_001002862.1|NP_001002862.1|91319|610305|Q96Q80|Der1-like domain family, member 3|C22orf14,DER3,LLN2,
13140|DET1|NM_017996.2|NP_060466.2|55070|608727|Q7L5Y6|DET1|-
13141|DGAT2L6|NM_198512.1|NP_940914.1|347516|-|Q6ZPD8|Diacylglycerol O-acyltransferase 2 like 6|DC3,
13142|DHX30|NM_138615.1|NP_619520.1|22907|-|Q7L2E3|DEAH (Asp-Glu-Ala-His) box polypeptide 30|DDX30,KIAA0890,
13143|DHX33|NM_020162.2|NP_064547.2|56919|-|Q9H6R0|DDX33|DDX33,
13144|DHX34|NM_014681.4|NP_055496.2|9704|-|Q14147|DDX34|DDX34,KIAA0134,
13145|DHX35|NM_021931.2|NP_068750.2|60625|-|Q9H5Z1|DDX35|C20orf15,DDX35,
13146|LYRM2|NM_020466.4|NP_065199.1|57226|-|Q9NU23|LYR motif containing 2|-
13147|YIPF1|NM_018982.3|NP_061855.1|54432|-|Q9Y548|Yip1 domain family, member 1|-
13148|NBPF14|NM_015383.1|NP_056198.1|25832|-|Q5TI25|Neuroblastoma breakpoint family, member 14|-
13149|NPAL3|NM_020448.3|NP_065181.1|57185|-|Q6P499|NIPA-like domain containing 3|-
13151|C16orf48|NM_032140.1|NP_115516.1|84080|-|Q9H0I2|Chromosome 16 open reading frame 48|-
13152|CCDC69|NM_015621.2|NP_056436.2|26112|-|-|DKFZP434C171 protein|-
13153|APOLD1|NM_030817.1|NP_110444.1|81575|-|Q96LR9|Apolipoprotein L domain containing 1|VERGE,
13154|C15orf39|NM_015492.3|NP_056307.2|56905|-|Q6ZRI6|Chromosome 15 open reading frame 39|-
13155|RGS22|NM_015668.2|NP_056483.2|26166|-|Q8NE09|DKFZP434I092 protein|-
13156|FAM57B|NM_031478.4|NP_113666.2|83723|-|Q71RH2|Family with sequence similarity 57, member B|-
13157|COQ9|NM_020312.1|NP_064708.1|57017|-|O75208|Coenzyme Q9 homolog|C16orf49,
13158|CCDC70|NM_031290.1|NP_112580.1|83446|-|Q6NSX1|Coiled-coil domain containing 70|-
13159|TKTL2|NM_032136.4|NP_115512.3|84076|-|Q9H0I9|Transketolase-like 2|-
13160|SLC25A31|NM_031291.1|NP_112581.1|83447|610796|-|Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31|AAC4,ANT4,SFEC,
13161|GRAMD2|NM_001012642.1|NP_001012660.1|196996|-|Q8IUY3|GRAM domain containing 2|-
13163|C1orf77|NM_015607.2|NP_056422.2|26097|-|Q9Y3Y2|DKFZP547E1010 protein|-
13164|C1orf124|NM_032018.4|NP_114407.3|83932|-|-|Chromosome 1 open reading frame 124|-
13165|RNF170|NM_030954.2|NP_112216.2|81790|-|Q96K19|Ring finger protein 170|-
13166|NOC2L|NM_015658.2|NP_056473.1|26155|610770|Q9Y3T9|DKFZP564C186 protein|-
13167|C1orf160|NM_032125.2|NP_115501.2|84065|-|Q9H0R3|Chromosome 1 open reading frame 160|-
13168|C1orf100|NM_001012970.1|NP_001012988.1|200159|-|Q5SVJ3|Chromosome 1 open reading frame 100|-
13169|C1orf49|NM_032126.2|NP_115502.1|84066|-|Q5T0J7|Chromosome 1 open reading frame 49|-
13171|TMEM98|NM_015544.2|NP_056359.2|26022|-|Q9Y2Y6|Transmembrane protein 98|-
13172|C11orf51|NM_014042.2|NP_054761.1|25906|-|P60006|DKFZP564M082 protein|-
13174|CHMP2B|NM_014043.2|NP_054762.2|25978|609512|Q9UQN3|DKFZP564O123 protein|-
13175|C15orf44|NM_030800.1|NP_110427.1|81556|-|-|Chromosome 15 open reading frame 44|-
13176|ANKRD13C|NM_030816.3|NP_110443.2|81573|-|Q8N6S4|Ankyrin repeat domain 13C|-
13177|SLC10A7|NM_001029998.2|NP_001025169.1|84068|-|Q0GE19|Chromosome 4 open reading frame 13|C4orf13,P7,
13178|TMEM163|NM_030923.3|NP_112185.1|81615|-|Q8TC26|Transmembrane protein 163|-
13179|METTL7A|NM_014033.3|NP_054752.3|25840|-|Q9H8H3|DKFZP586A0522 protein|-
13180|DAK|NM_015533.3|NP_056348.2|26007|-|Q3LXA3|DKFZP586B1621 protein|-
13181|LRRC48|NM_031294.2|NP_112584.2|83450|-|Q9H069|Leucine rich repeat containing 48|-
13183|ARSK|NM_198150.2|NP_937793.1|153642|610011|Q6UWY0|Arylsulfatase family, member K|TSULF,
13184|C3orf23|NM_173826.2|NP_776187.1|285343|-|Q8N3R3|Chromosome 3 open reading frame 23|-
13185|CCDC39|AL122120.1|CAB59277.1|339829|-|Q9UFE4|Coiled-coil domain containing 39|-
13186|CRISPLD2|NM_031476.2|NP_113664.1|83716|-|Q9H0B8|Cysteine-rich secretory protein LCCL domain containing 2|CRISP11,LCRISP2,
13187|GRAMD1C|BC035040.1|AAH35040.1|54762|-|-|GRAM domain containing 1C|-
13189|PUS7L|NM_031292.3|NP_112582.3|83448|-|-|Pseudouridylate synthase 7 homolog|-
13190|PLEKHN1|NM_032129.1|NP_115505.1|84069|-|-|Pleckstrin homology domain containing, family N member 1|-
13191|FNDC8|NM_017559.2|NP_060029.1|54752|-|Q8TC99|Fibronectin type III domain containing 8|-
13193|TMEM117|NM_032256.1|NP_115632.1|84216|-|Q9H0C3|Transmembrane protein 117|-
13194|C4orf18|NM_001031700.1|NP_001026870.1|51313|-|Q6UWH4|Chromosome 4 open reading frame 18|-
13195|GOLGA2L1|NM_017600.1|NP_060070.1|55592|-|-|Golgi autoantigen, golgin subfamily a, 2-like 1|-
13196|TDRD10|NM_001098475.1|NP_001091945.1|126668|-|Q5VZ19|Tudor domain containing 10|-
13198|FAHD2B|NM_199336.1|NP_955368.1|151313|-|Q6P2I3|Fumarylacetoacetate hydrolase domain containing 2B|-
13199|C12orf29|NM_001009894.2|NP_001009894.2|91298|-|-|Chromosome 12 open reading frame 29|-
13200|LRP5L|NM_182492.1|NP_872298.1|91355|-|A4QPB2|Low density lipoprotein receptor-related protein 5-like|-
13201|CCDC108|NM_194302.2|NP_919278.2|255101|-|Q6ZU64|Coiled-coil domain containing 108|-
13204|C1orf131|NM_152379.2|NP_689592.2|128061|-|Q8NDD1|Chromosome 1 open reading frame 131|-
13205|C12orf53|NM_153685.2|NP_710152.1|196500|-|Q8IYJ0|Chromosome 12 open reading frame 53|-
13206|RHBDD1|NM_032276.2|NP_115652.2|84236|-|Q8TEB9|Rhomboid domain containing 1|-
13210|C5orf21|NM_032042.3|NP_114431.2|83989|-|-|Chromosome 5 open reading frame 21|-
13211|PRR13|NM_018457.3|NP_060927.1|54458|610459|Q9NZ81|Proline rich 13|-
13213|C1orf144|AB097046.1|BAC77399.1|26099|-|-|Chromosome 1 open reading frame 144|-
13215|DHRS7B|NM_015510.3|NP_056325.2|25979|-|-|DKFZP566O084 protein|-
13216|TMEM126A|NM_032273.2|NP_115649.1|84233|-|Q9H061|Transmembrane protein 126A|-
13218|LIN54|NM_194282.1|NP_919258.1|132660|-|-|lin-54 homolog|-
13219|TMPRSS11B|NM_182502.2|NP_872308.1|132724|-|-|Transmembrane protease, serine 11B|HATL5,
13220|PARS2|NM_152268.2|NP_689481.2|25973|-|Q7L3T8|Prolyl-tRNA synthetase 2, mitochondrial|-
13221|C7orf38|NM_145111.2|NP_659802.1|221786|-|Q8TCP9|Chromosome 7 open reading frame 38|-
13222|FLYWCH1|NM_032296.2|NP_115672.2|84256|-|-|FLYWCH-type zinc finger 1|KIAA1552,
13224|SVOP|NM_018711.2|NP_061181.1|55530|-|Q8N4V2|SV2 related protein homolog|-
13225|ZMIZ2|NM_031449.3|NP_113637.3|83637|-|Q8NF64|Zinc finger, MIZ-type containing 2|KIAA1886,ZIMP7,
13226|TMEM130|NM_152913.1|NP_690877.1|222865|-|Q8N3G9|Transmembrane protein 130|-
13227|LRRC56|NM_198075.2|NP_932341.1|115399|-|Q8IYG6|Leucine rich repeat containing 56|-
13228|MFSD4|NM_181644.3|NP_857595.2|148808|-|Q8N468|Major facilitator superfamily domain containing 4|-
13229|C22orf25|NM_152906.3|NP_690870.2|128989|-|Q6ICL3|Chromosome 22 open reading frame 25|-
13230|TMTC2|NM_152588.1|NP_689801.1|160335|-|Q8N394|Transmembrane and tetratricopeptide repeat containing 2|-
13231|C17orf65|NM_178542.3|NP_848637.2|339201|-|Q495Z4|Chromosome 17 open reading frame 65|-
13232|ZNF786|NM_152411.2|NP_689624.1|136051|-|Q8N393|Zinc finger protein 786|-
13233|TMEM55A|NM_018710.1|NP_061180.1|55529|609864|Q8N4L2|Transmembrane protein 55A|-
13234|CCDC84|NM_198489.1|NP_940891.1|338657|-|Q86UT8|Similar to DLNB14|-
13235|DMWD|NM_004943.1|NP_004934.1|1762|-|Q09019|Dystrophia myotonica-containing WD repeat motif|DM9,
13236|DNAJC8|NM_014280.2|NP_055095.2|22826|-|O75937|DnaJ homolog subfamily C, member 8|SPF31,
13237|DNAJC9|NM_015190.3|NP_056005.1|23234|-|Q8WXX5|DnaJ homolog subfamily C, member 9|-
13238|DNAJC15|NM_013238.2|NP_037370.2|29103|-|Q9Y5T4|DNAJ domain containing|DNAJD1,
13239|DNAL4|NM_005740.2|NP_005731.1|10126|610565|O96015|Dynein, axonemal, light polypeptide 4|PIG27,
13240|DND1|NM_194249.1|NP_919225.1|373863|609385|Q8IYX4|Dead end homolog 1|RBMS4,
13241|DNM3|NM_015569.2|NP_056384.2|26052|-|Q9UQ16|Dynamin 3|KIAA0820,
13242|CDK2AP2|NM_005851.3|NP_005842.1|10263|-|O75956|Tumor suppressor deleted in oral cancer related 1|DOC1R,
13243|DOCK6|NM_020812.1|NP_065863.1|57572|-|Q96HP0|Dedicator of cytokinesis 6|KIAA1395,
13244|DOK6|NM_152721.3|NP_689934.2|220164|-|Q6PKX4|Docking protein 6|DOK5L,
13248|DPPA2|NM_138815.2|NP_620170.2|151871|-|Q7Z7J5|Developmental pluripotency associated 2|PESCRG1,
13249|DQX1|NM_133637.1|NP_598376.1|165545|-|-|DQX1|-
13251|DUSP13|NM_001007273.1|NP_001007274.1|51207|-|Q9UII6|Dual specificity phosphatase 13|TMDP,
13252|DUSP15|NM_080611.3|NP_542178.2|128853|-|Q9H1R2|Dual specificity phosphatase like 15|C20orf57,VHY,
13253|DUSP18|NM_152511.3|NP_689724.3|150290|-|Q8NEJ0|Dual specificity phosphatase 18|LMWDSP20,
13254|DUSP19|NM_080876.2|NP_543152.1|142679|-|Q8WTR2|Dual specificity phosphatase 19|DUSP17,SKRP1,
13255|DUSP22|NM_020185.3|NP_064570.1|56940|-|Q9NRW4|Dual specificity phosphatase 22|JSP1,MKPX,
13256|STYXL1|NM_016086.2|NP_057170.1|51657|-|Q9Y6J8|Dual specificity phosphatase 24 (putative)|DUSP24,MKSTYX,
13257|C1orf192|NM_001013625.2|NP_001013647.2|257177|-|-|Chromosome 1 open reading frame 192|-
13258|EBPL|NM_032565.2|NP_115954.1|84650|-|Q9BY08|Emopamil binding protein-like|EBRP,ERP,
13259|NAT9|NM_015654.3|NP_056469.2|26151|-|-|Embryo brain specific protein|EBS,
13260|ECHDC1|NM_018479.2|NP_060949.2|55862|-|Q9NTX5|Enoyl Coenzyme A hydratase domain containing 1|-
13261|C2orf40|NM_032411.1|NP_115787.1|84417|-|Q9H1Z8|Esophageal cancer related gene 4 protein|ECRG4,
13262|FAM102A|NM_001035254.1|NP_001030331.1|399665|-|Q5T9C2|Early estrogen-induced gene 1 protein|C9orf132,EEIG1,
13263|EFCBP2|NM_019065.2|NP_061938.2|54550|-|-|EF hand calcium binding protein 2|-
13264|EFHA2|NM_181723.1|NP_859074.1|286097|610633|Q86XE3|EF hand domain family, member A2|-
13265|EFHD1|NM_025202.2|NP_079478.1|80303|-|Q9BUP0|EF hand domain family member D1|SWS2,
13266|EFHD2|NM_024329.4|NP_077305.2|79180|-|Q96C19|EF hand domain family member D2|SWS1,
13267|ELMOD2|NM_153702.1|NP_714913.1|255520|610196|Q8IZ81|ELMO domain containing 2|-
13268|ELOVL5|NM_021814.3|NP_068586.1|60481|-|-|Polyunsaturated fatty acid elongation enzyme 2|ELOVL2,
13269|ELOVL6|NM_024090.1|NP_076995.1|79071|-|-|ELOVL6 protein|FACE,LCE,
13270|ELTD1|AY358360.1|Q9HBW9|64123|-|Q9HBW9|ETL|ETL,
13271|EMB|NM_198449.1|NP_940851.1|133418|-|Q6PCB8|Embigin|-
13272|ENPP5|NM_021572.4|NP_067547.1|59084|-|Q9UJA9|Ectonucleotide pyrophosphatase/phosphodiesterase 5|-
13273|EPB41L5|NM_020909.2|NP_065960.2|57669|-|Q9HCM4|Erythrocyte membrane protein band 4.1 like 5|KIAA1548,
13274|EPC2|NM_015630.2|NP_056445.2|26122|-|Q52LR7|Enhancer of polycomb homolog 2|-
13275|EPHA6|NM_001080448.2|NP_001073917.2|285220|-|-|EPH receptor A6|EHK2,
13276|EPS8L1|NM_133180.2|NP_573441.2|54869|-|Q8TE68|EPS8-like 1|DRC3,EPS8R1,
13277|EPS8L3|NM_139053.1|NP_620641.1|79574|-|Q8TE67|EPS8-like 3|EPS8R3,
13278|ERO1L|NM_014584.1|NP_055399.1|30001|-|Q96HE7|ERO1-like|-
13279|ERO1LB|NM_019891.2|NP_063944.2|56605|-|Q86YB8|ERO1-like beta|-
13280|ESAM|NM_138961.2|NP_620411.2|90952|-|Q96AP7|Endothelial cell adhesion molecule|-
13281|MFSD11|NM_024311.2|NP_077287.1|79157|-|-|Major facilitator superfamily domain containing 11|ET,
13282|ETAA1|NM_019002.3|NP_061875.2|54465|-|Q9NY74|ETAA16 protein|ETAA16,
13283|ETNK2|NM_018208.1|NP_060678.1|55224|609859|Q9NVF9|Ethanolamine kinase 2|EKI2,
13284|LRRC8C|NM_032270.2|NP_115646.2|84230|-|Q8TDW0|Factor for adipocyte differentiation 158|AD158,
13285|FADS6|NM_178128.3|NP_835229.2|283985|-|-|Fatty acid desaturase domain family member 6|-
13286|FAHD1|NM_001018104.1|NP_001018114.1|81889|-|Q6P587|Fumarylacetoacetate hydrolase domain containing 1|C16orf36,YISKL,
13287|FAHD2A|NM_016044.1|NP_057128.1|51011|-|-|Fumarylacetoacetate hydrolase domain containing 2A|-
13289|FAM12A|NM_006683.4|NP_006674.2|10876|-|Q14507|Family with sequence similarity 12, member A|HE3ALPHA,
13290|FAM12B|NM_022360.4|NP_071755.1|64184|-|P56851|Family with sequence similarity 12, member B|HE3BETA,
13291|FAM14A|NM_032036.2|NP_114425.1|83982|-|Q9H2X8|Family with sequence similarity 14, member A|TLH29,
13292|FAM14B|NM_206949.1|NP_996832.1|122509|-|Q96BM0|Family with sequence similarity 14, member B|-
13293|FAM18B|NM_016078.4|NP_057162.4|51030|-|Q9NYZ1|Family with sequence similarity 18, member B|-
13294|FAM19A1|NM_213609.2|NP_998774.2|407738|-|Q7Z5A9|TAFA1 protein|TAFA1,
13295|FAM19A5|NM_001082967.1|NP_001076436.1|25817|-|Q7Z5A7|TAFA protein 5|TAFA5,
13296|FAM20A|NM_017565.2|NP_060035.1|54757|-|Q96MK3|Family with sequence similarity 20, member A|-
13297|FAM20B|NM_014864.2|NP_055679.1|9917|-|O75063|Family with sequence similarity 20, member B|KIAA0475,
13298|FAM20C|AF533706.1|AAQ09019.1|56975|-|Q8IXL6|Family with sequence similarity 20, member C|DMP4,
13299|FAM24B|NM_152644.2|NP_689857.2|196792|-|Q8N5W8|Family with sequence similarity 24 member B|-
13301|FAM26B|NM_015916.3|NP_057000.2|51063|-|Q9HA72|Family with sequence similarity 26 member B|-
13302|FAM29A|NM_017645.3|NP_060115.3|54801|-|Q7Z4H7|Family with sequence similarity 29, member A|KIAA1574,
13303|DENND1B|NM_144977.2|NP_659414.1|163486|-|Q8TBE6|Family with sequence similarity 31, member B|FAM31B,
13304|DENND1C|NM_024898.2|NP_079174.2|79958|-|-|Family with sequence similarity 31 member C|FAM31C,
13305|FAM32A|NM_014077.2|NP_054796.1|26017|-|Q9Y421|Family with sequence similarity 32, member A|-
13306|FAM33A|NM_182620.2|NP_872426.1|348235|-|Q8WVK7|Family with sequence similarity 33, member A|SKA2,
13307|FAM36A|NM_198076.4|NP_932342.1|116228|-|Q5RI15|Family with sequence similarity 36, member A|-
13308|FAM43A|NM_153690.4|NP_710157.2|131583|-|Q8N2R8|Family with sequence similarity 43, member A|-
13309|FAM44B|NM_138369.1|NP_612378.1|91272|-|Q96IK1|Family with sequence similarity 44 member B|-
13310|FAM45A|NM_207009.2|NP_996892.1|404636|-|Q8TCE6|Family with sequence similarity 45 member A|-
13311|FAM46A|NM_017633.2|NP_060103.2|55603|-|Q96IP4|Family with sequence similarity 46, member A|C6orf37,XTP11,
13312|FAM46C|NM_017709.3|NP_060179.2|54855|-|Q5VWP2|FAM46C|-
13313|FAM49B|NM_016623.3|NP_057707.3|51571|-|Q9NUQ9|Protein FAM49B|-
13314|FAM53B|NM_014661.3|NP_055476.3|9679|-|Q14153|Family with sequence similarity 53, member B|KIAA0140,
13315|FAM55A|NM_152315.1|NP_689528.1|120400|-|-|Family with sequence similarity 55 member A|-
13316|FAM8A1|NM_016255.1|NP_057339.1|51439|-|Q9UBU6|Family with sequence similarity 8, member A1|AHCP,
13319|FCHO2|NM_138782.1|NP_620137.1|115548|-|Q0JRZ9|FCH domain only 2|-
13320|FCHSD1|NM_033449.1|NP_258260.1|89848|-|Q86WN1|FCH and double SH3 domains 1|-
13321|FCHSD2|NM_014824.1|NP_055639.1|9873|-|O94868|FCH and double SH3 domains 2|KIAA0769,SH3MD3,
13322|FGD5|NM_152536.2|NP_689749.2|152273|-|Q6ZNL6|FYVE, RhoGEF and PH domain containing 5|ZFYVE23,
13323|CENPK|NM_022145.3|NP_071428.2|64105|-|Q9BS16|Leucine zipper protein FKSG14|ICEN37,
13329|ZNF710|NM_198526.1|NP_940928.1|374655|-|Q8N1W2|Zinc finger protein 710|-
13330|TBC1D10C|NM_198517.2|NP_940919.1|374403|610831|Q8IV04|TBC1 domain family, member 10C|-
13334|IARS2|NM_018060.3|NP_060530.3|55699|-|Q9NSE4|Mitochondrial isoleucine tRNA synthetase|-
13336|C1orf164|NM_018150.2|NP_060620.2|55182|-|Q5VTB9|RING finger protein C1orf164|-
13337|FAM86C|NM_018172.1|NP_060642.1|55199|-|Q9NVL1|Hypothetical protein FLJ10661|-
13338|SETD5|NM_001080517.1|NP_001073986.1|55209|-|Q9C0A6|Hypothetical protein FLJ10707|KIAA1757,
13339|FANCI|NM_018193.2|NP_060663.2|55215|227650|Q9NVI1|Fanconi anemia group I protein|KIAA1794,
13340|TMEM57|NM_018202.3|NP_060672.2|55219|610301|Q8N5G2|Transmembrane protein 57|-
13341|UBE1L2|NM_018227.4|NP_060697.3|55236|-|A0AVT1|FLJ10808 Protein|-
13342|RSRC2|NM_023012.4|NP_075388.2|65117|-|-|Arginine/serine-rich coiled-coil 2|-
13347|C1orf149|NM_022756.4|NP_073593.2|64769|-|Q9HAF1|Sarcoma antigen NY-SAR-91|-
13348|ZC3H14|NM_024824.3|NP_079100.2|79882|-|-|Nuclear protein UKp68|DKFZp686G07192,FLJ11806,
13351|WDR59|NM_030581.3|NP_085058.3|79726|-|Q6PJI9|FLJ12270 protein|KIAA1923,
13352|ACAD11|NM_032169.4|NP_115545.3|84129|-|Q709F0|Hypothetical protein FLJ12592|-
13353|TMCO7|AK022750.1|BAB14224.1|79613|-|Q9C0B7|Transmembrane and coiled-coil domains 7|KIAA1746,
13354|TOMM40L|NM_032174.4|NP_115550.2|84134|-|Q969M1|Translocase of outer mitochondrial membrane 40 homolog-like|TOMM40B,
13356|ZYG11B|NM_024646.1|NP_078922.1|79699|-|Q9C0D3|Zyg-11 homolog B [Fragment]|KIAA1730,
13357|HS1BP3|NM_022460.3|NP_071905.3|64342|609359|-|HS1 binding protein 3|-
13359|C1orf198|NM_032800.1|NP_116189.1|84886|-|Q9H425|Chromosome 1 open reading frame 198|-
13360|CYP27C1|NM_001001665.2|NP_001001665.2|339761|-|-|Cytochrome P450 27C1|-
13364|ZNF705A|NM_001004328.2|NP_001004328.1|440077|-|-|FLJ16353 protein|-
13366|LIN28B|NM_001004317.2|NP_001004317.1|389421|-|Q6ZN17|FLJ16517 protein|CSDD2,
13367|ZNF813|NM_001004301.3|NP_001004301.2|126017|-|-|FLJ16542 protein|-
13368|C17orf59|NM_017622.1|NP_060092.1|54785|-|-|Chromosome 17 open reading frame 59|-
13370|GON4L|NM_001037533.1|NP_001032622.1|54856|610393|Q3T8J9|Dingo protein|GON4,KIAA1606,
13371|SMCR7L|NM_019008.4|NP_061881.2|54471|-|Q99765|Hypothetical protein FLJ20232|-
13372|QRICH1|NM_017730.2|NP_060200.2|54870|-|Q2TAL8|Glutamine-rich protein 1|-
13374|SMPD4|NM_017951.2|NP_060421.2|55627|610457|Q9NXE4|Sphingomyelin phosphodiesterase 4|KIAA1418,
13376|ODAM|NM_017855.3|NP_060325.3|54959|-|-|APin protein|APIN,
13377|CPSF3L|NM_017871.4|NP_060341.2|54973|-|Q5TA45|Cleavage and polyadenylation specific factor 3-like|INTS11,RC68,
13379|METT11D1|NM_001029991.1|NP_001025162.1|64745|-|-|FLJ20859 protein|-
13381|PLEKHH3|NM_024927.3|NP_079203.3|79990|-|Q7Z736|Pleckstrin homology domain containing, family H (with MyTH4 domain) member 3|-
13382|C22orf29|NM_024627.5|NP_078903.3|79680|-|Q6MZM8|Chromosome 22 open reading frame 29|-
13383|HECTD3|NM_024602.4|NP_078878.2|79654|-|Q5T447|HECT domain containing 3|-
13384|CRTC3|NM_022769.3|NP_073606.3|64784|608986|-|TORC3|TORC3,
13388|ROGDI|NM_024589.1|NP_078865.1|79641|-|-|Leucine zipper domain protein|-
13389|C13orf34|NM_024808.2|NP_079084.2|79866|610510|Q6PGQ7|Chromosome 13 open reading frame 34|-
13390|C8orf41|NM_025115.1|NP_079391.1|80185|-|Q6NXR4|Chromosome 8 open reading frame 41|-
13393|C12orf42|NM_198521.1|NP_940923.1|374470|-|Q96LP6|Chromosome 12 open reading frame 42|-
13396|LRRC52|NM_001005214.2|NP_001005214.1|440699|-|Q8N7C0|FLJ25811 protein|-
13398|ZNF470|NM_001001668.2|NP_001001668.2|388566|-|Q6ECI4|Zinc finger protein 470|CZF1,
13400|SLAIN1|NM_001040153.2|NP_001035243.1|122060|610491|-|SLAIN motif family, member 1|-
13405|KIAA1324L|NM_152748.2|NP_689961.2|222223|-|Q17RI6|Hypothetical protein FLJ31340|-
13406|CCDC122|NM_144974.3|NP_659411.2|160857|-|Q5T0U0|Coiled-coil domain containing 122|-
13407|C5orf34|NM_198566.1|NP_940968.1|375444|-|Q96MH7|Chromosome 5 open reading frame 34|-
13408|CYB5D1|NM_144607.3|NP_653208.2|124637|-|-|Cytochrome b5 domain containing 1|-
13410|VPS37A|NM_152415.1|NP_689628.1|137492|609927|-|Hepatocellular carcinoma related protein 1|HCRP1,
13411|ZNF474|NM_207317.1|NP_997200.1|133923|-|-|FLJ32921 protein|-
13412|WDR64|NM_144625.3|NP_653226.3|128025|-|-|WD repeat domain 64|-
13414|C18orf58|AK092226.1|BAC03832.1|284222|-|-|Chromosome 18 open reading frame 58|-
13415|FAM73A|NM_198549.2|NP_940951.1|374986|-|Q8NAN2|Family with sequence similarity 73, member A|-
13419|ANKRD18A|NM_147195.1|NP_671728.1|253650|-|Q8IVF6|Ankyrin repeat domain 18A|KIAA2015,
13420|C19orf45|NM_198534.1|NP_940936.1|374877|-|-|Chromosome 19 open reading frame 45|-
13424|FAM132B|AK094353.1|BAC04336.1|151176|-|-|Family with sequence similarity 132, member B|-
